new_type_code,category_l1,category_l2,category_l3,recommended_style_cn,recommended_style_name,style_candidates_cn,style_candidates_name,match_note,known_gap_notes
11002,美食,面包甜点,甜品,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单|鲜果茶饮,western_bakery_cafe_editorial|light_cream_food_menu_system|fresh_fruit_beverage_lifestyle_kv,甜品/烘焙/清新风格都可用,
10512,美食,火锅,猪肚鸡火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,汤锅与滋补都适配,
10804,美食,西餐,美式餐厅,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡,western_bakery_cafe_editorial,西式编辑、快餐促销、产品视觉；已移除不适用风格：促销图形、现代单品,
11211,美食,快餐小吃,螺蛳粉,温补汤品,warm_traditional_soup_catering_kv,温补汤品|暗调火锅|中式清新,warm_traditional_soup_catering_kv|dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,粉面汤底/重口味都适配,
10118,美食,地方菜,其他地方菜,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|温补汤品,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|warm_traditional_soup_catering_kv,泛地方中餐,
10806,美食,西餐,德国菜,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡,western_bakery_cafe_editorial,泛西餐编辑/产品风；缺专门德国餐风格；已移除不适用风格：现代单品,缺专门德国餐风格
10507,美食,火锅,潮汕牛肉火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,火锅强匹配,
10401,美食,自助餐,自助餐,奶油菜单,light_cream_food_menu_system,奶油菜单,light_cream_food_menu_system,多品类/平台活动/菜单系统；已移除不适用风格：促销图形、黏土活动,
10513,美食,火锅,地锅鸡,温补汤品,warm_traditional_soup_catering_kv,温补汤品|暗调火锅|中式清新,warm_traditional_soup_catering_kv|dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,传统热锅/中式餐饮强匹配,
11501,美食,音乐餐厅,音乐餐厅,玩趣字形,playful_type_shape_festival_poster,玩趣字形,playful_type_shape_festival_poster,音乐主题可用玩趣字形或活动 KV；缺餐饮音乐专属风格；已移除不适用风格：黏土活动,
10502,美食,火锅,串串香,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,热辣锅物和促销适配；已移除不适用风格：促销图形,
10505,美食,火锅,羊蝎子火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,火锅/温补强匹配,
10803,美食,西餐,法国菜,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,西式精品餐饮；已移除不适用风格：现代单品,
11901,美食,美食城,美食城,奶油菜单,light_cream_food_menu_system,奶油菜单,light_cream_food_menu_system,多商家/平台活动/菜单聚合；已移除不适用风格：促销图形、黏土活动,
10111,美食,地方菜,湖北菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
11206,美食,快餐小吃,面馆,温补汤品,warm_traditional_soup_catering_kv,温补汤品|中式清新|清新菜单,warm_traditional_soup_catering_kv|chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster,粉面汤品/中式菜单,
10132,美食,地方菜,潮汕菜,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|温补汤品,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|warm_traditional_soup_catering_kv,地方中餐,
10506,美食,火锅,打边炉/港式火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新|温补汤品,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,港式锅物/火锅强匹配,
10511,美食,火锅,焖锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,锅物强匹配,
10403,美食,自助餐,火锅自助,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅,dark_hotpot_warm_pot_feast_kv,火锅+自助促销；已移除不适用风格：促销图形、黏土活动,
10402,美食,自助餐,烤肉自助,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅,dark_hotpot_warm_pot_feast_kv,烤肉+自助促销；已移除不适用风格：促销图形、黏土活动,
10114,美食,地方菜,徽菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
10108,美食,地方菜,福建菜,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|温补汤品,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|warm_traditional_soup_catering_kv,地方中餐,
10121,美食,地方菜,江湖菜,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,重口味/热烈餐饮；已移除不适用风格：促销图形,
10101,美食,地方菜,北京菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
10516,美食,火锅,椰子鸡火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,汤锅/滋补/中式商业,
11001,美食,面包甜点,面包烘焙,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,烘焙强匹配；已移除不适用风格：现代单品,
11207,美食,快餐小吃,饺子/馄饨,清新菜单,chinese_fresh_catering_menu_poster,清新菜单|中式清新|温补汤品,chinese_fresh_catering_menu_poster|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,中式小吃/汤品,
11213,美食,快餐小吃,黄焖鸡,温补汤品,warm_traditional_soup_catering_kv,温补汤品|中式清新,warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,传统热食/快餐促销；已移除不适用风格：促销图形,
10203,美食,东南亚菜,印度菜,,,,,仅可用现代产品编辑兜底；缺专门印度餐风格；已移除不适用风格：现代单品,缺专门印度餐风格
10405,美食,自助餐,西餐自助,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,西式餐饮和自助促销；已移除不适用风格：促销图形,
10812,美食,西餐,墨西哥菜,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡,western_bakery_cafe_editorial,可用高饱和促销或泛西餐；缺专门墨西哥风格；已移除不适用风格：促销图形,缺专门墨西哥风格
10104,美食,地方菜,粤菜,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|温补汤品,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|warm_traditional_soup_catering_kv,中式清新和菜单系统强匹配,
10107,美食,地方菜,清真菜馆,田园鲜蔬,rustic_farm_fresh_produce_kv,田园鲜蔬|中式清新|温补汤品,rustic_farm_fresh_produce_kv|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,地域食材/中式餐饮/牛羊热食,
10810,美食,西餐,西式快餐,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,快餐促销和西式菜单；已移除不适用风格：促销图形,
11601,美食,热门/特色菜,小龙虾,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,热辣聚餐/促销；已移除不适用风格：促销图形,
10514,美食,火锅,云南火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|田园鲜蔬|中式清新,dark_hotpot_warm_pot_feast_kv|rustic_farm_fresh_produce_kv|chinese_fresh_lifestyle,火锅+地域食材,
11214,美食,快餐小吃,炸鸡炸串,奶油菜单,light_cream_food_menu_system,奶油菜单|烘焙咖啡,light_cream_food_menu_system|western_bakery_cafe_editorial,快餐促销/菜单/西式快餐；已移除不适用风格：促销图形,
11608,美食,热门/特色菜,素菜馆,田园鲜蔬,rustic_farm_fresh_produce_kv,田园鲜蔬|鲜果茶饮,rustic_farm_fresh_produce_kv|fresh_fruit_beverage_lifestyle_kv,自然食材和清爽克制；已移除不适用风格：现代单品,
10124,美食,地方菜,豫菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
10131,美食,地方菜,茶餐厅,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|烘焙咖啡,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|western_bakery_cafe_editorial,港式/中西混合菜单,
11205,美食,快餐小吃,其他快餐小吃,奶油菜单,light_cream_food_menu_system,奶油菜单|清新菜单,light_cream_food_menu_system|chinese_fresh_catering_menu_poster,泛快餐菜单与促销；已移除不适用风格：促销图形,
10510,美食,火锅,海鲜火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新|温补汤品,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,海鲜锅物,
10109,美食,地方菜,湘菜,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新|温补汤品,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,辣味地方菜,
10130,美食,地方菜,陕菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
11616,美食,热门/特色菜,干锅/香锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,热辣锅物；已移除不适用风格：促销图形,
11215,美食,快餐小吃,烧鸡,温补汤品,warm_traditional_soup_catering_kv,温补汤品|中式清新,warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,传统热食/促销；已移除不适用风格：促销图形,
11605,美食,热门/特色菜,海鲜,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,宴席/产品/中式海鲜；已移除不适用风格：现代单品,
10805,美食,西餐,英国菜,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,泛西餐编辑；已移除不适用风格：现代单品,
10807,美食,西餐,地中海菜系,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,西式编辑和清爽菜单；已移除不适用风格：现代单品,
10901,美食,其他美食,其他美食,,,,,泛促销/平台活动/产品编辑；已移除不适用风格：促销图形、黏土活动、现代单品,
10125,美食,地方菜,冀菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
11612,美食,热门/特色菜,家常菜,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|温补汤品,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|warm_traditional_soup_catering_kv,中式家常强匹配,
10503,美食,火锅,牛羊肉火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,火锅强匹配,
10801,美食,西餐,意大利菜,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,西式编辑/菜单；已移除不适用风格：现代单品,
10202,美食,东南亚菜,越南菜,中式清新,chinese_fresh_lifestyle,中式清新|鲜果茶饮|奶油菜单,chinese_fresh_lifestyle|fresh_fruit_beverage_lifestyle_kv|light_cream_food_menu_system,可借南洋/清新草本；缺专门越南风格,缺专门越南风格
11103,美食,饮品,茶饮果汁,鲜果茶饮,fresh_fruit_beverage_lifestyle_kv,鲜果茶饮|奶油菜单|烘焙咖啡,fresh_fruit_beverage_lifestyle_kv|light_cream_food_menu_system|western_bakery_cafe_editorial,鲜果饮品强匹配,
11212,美食,快餐小吃,生煎/锅贴/小笼,清新菜单,chinese_fresh_catering_menu_poster,清新菜单|中式清新|温补汤品,chinese_fresh_catering_menu_poster|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,中式小吃,
10103,美食,地方菜,本帮江浙菜,中式清新,chinese_fresh_lifestyle,中式清新|清新菜单|温补汤品,chinese_fresh_lifestyle|chinese_fresh_catering_menu_poster|warm_traditional_soup_catering_kv,中式清新和地方菜,
10508,美食,火锅,鱼火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,鱼锅强匹配,
11613,美食,热门/特色菜,私房菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,中式精致/传统/克制高端；已移除不适用风格：现代单品,
10515,美食,火锅,特色火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新|温补汤品,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,火锅强匹配,
11101,美食,饮品,咖啡厅,烘焙咖啡,western_bakery_cafe_editorial,烘焙咖啡|奶油菜单,western_bakery_cafe_editorial|light_cream_food_menu_system,咖啡烘焙强匹配；已移除不适用风格：现代单品,
11607,美食,热门/特色菜,农家菜,田园鲜蔬,rustic_farm_fresh_produce_kv,田园鲜蔬|中式清新|温补汤品,rustic_farm_fresh_produce_kv|chinese_fresh_lifestyle|warm_traditional_soup_catering_kv,产地/中式/传统,
10106,美食,地方菜,东北菜,温补汤品,warm_traditional_soup_catering_kv,温补汤品|中式清新|暗调火锅,warm_traditional_soup_catering_kv|chinese_fresh_lifestyle|dark_hotpot_warm_pot_feast_kv,厚重热食/地方中餐,
11615,美食,热门/特色菜,肉蟹煲,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|温补汤品|中式清新,dark_hotpot_warm_pot_feast_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,热锅煲类,
10105,美食,地方菜,台湾菜,中式清新,chinese_fresh_lifestyle,中式清新|奶油菜单|清新菜单,chinese_fresh_lifestyle|light_cream_food_menu_system|chinese_fresh_catering_menu_poster,中式/茶餐厅式菜单,
10504,美食,火锅,小火锅,暗调火锅,dark_hotpot_warm_pot_feast_kv,暗调火锅|中式清新,dark_hotpot_warm_pot_feast_kv|chinese_fresh_lifestyle,火锅和小份促销；已移除不适用风格：促销图形,
10112,美食,地方菜,西北菜,田园鲜蔬,rustic_farm_fresh_produce_kv,田园鲜蔬|温补汤品|中式清新,rustic_farm_fresh_produce_kv|warm_traditional_soup_catering_kv|chinese_fresh_lifestyle,地域食材/传统热食,
10113,美食,地方菜,鲁菜,中式清新,chinese_fresh_lifestyle,中式清新|温补汤品|清新菜单,chinese_fresh_lifestyle|warm_traditional_soup_catering_kv|chinese_fresh_catering_menu_poster,地方中餐,
11201,美食,快餐小吃,快餐,奶油菜单,light_cream_food_menu_system,奶油菜单,light_cream_food_menu_system,快餐促销/菜单/平台活动；已移除不适用风格：促销图形、黏土活动,
11614,美食,热门/特色菜,融合菜,中式清新,chinese_fresh_lifestyle,中式清新|烘焙咖啡,chinese_fresh_lifestyle|western_bakery_cafe_editorial,现代编辑、泛中餐或西式均可；已移除不适用风格：现代单品,
11203,美食,快餐小吃,零食,,,,,产品化和促销活动；已移除不适用风格：现代单品、促销图形、黏土活动,
11802,美食,生鲜果蔬,生鲜,田园鲜蔬,rustic_farm_fresh_produce_kv,田园鲜蔬|鲜果茶饮,rustic_farm_fresh_produce_kv|fresh_fruit_beverage_lifestyle_kv,产地食材强匹配；已移除不适用风格：现代单品,
11803,美食,生鲜果蔬,水果鲜货,鲜果茶饮,fresh_fruit_beverage_lifestyle_kv,鲜果茶饮|田园鲜蔬,fresh_fruit_beverage_lifestyle_kv|rustic_farm_fresh_produce_kv,水果/产地/产品视觉；已移除不适用风格：现代单品,
11801,美食,生鲜果蔬,菜市场,田园鲜蔬,rustic_farm_fresh_produce_kv,田园鲜蔬,rustic_farm_fresh_produce_kv,产地菜市场和本地促销；不硬凑第三个；已移除不适用风格：促销图形,
12001,美食,食品滋补,滋补品,温补汤品,warm_traditional_soup_catering_kv,温补汤品|田园鲜蔬|中式清新,warm_traditional_soup_catering_kv|rustic_farm_fresh_produce_kv|chinese_fresh_lifestyle,温补、食材产地、中式商业,
